"anio","ambito_geografico","sexo","edad_referencia","indicador","estado_dato","tipo_dato_ine","fuente","url_api","esperanza_vida_restante_anios"
"2008","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.833168"
"2008","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.183532"
"2008","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.94809"
"2008","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.421036"
"2008","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.062747"
"2009","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.116032"
"2009","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.096833"
"2009","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.365788"
"2009","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.2132"
"2009","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.620048"
"2009","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.331596"
"2010","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.401749"
"2010","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.41439"
"2010","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.638067"
"2010","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.519035"
"2010","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.886078"
"2010","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.637349"
"2011","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.550457"
"2011","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.533621"
"2011","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.791186"
"2011","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.645566"
"2011","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.031398"
"2011","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.755603"
"2012","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.501623"
"2012","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.430074"
"2012","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.729088"
"2012","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.532083"
"2012","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.971625"
"2012","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.647878"
"2013","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.908904"
"2013","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.838982"
"2013","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.156667"
"2013","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.950458"
"2013","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.39325"
"2013","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.061739"
"2014","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.031288"
"2014","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.914167"
"2014","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.265064"
"2014","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.024724"
"2014","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.515644"
"2014","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.142466"
"2015","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.757179"
"2015","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.632743"
"2015","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.981685"
"2015","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.740009"
"2015","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.22089"
"2015","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.857104"
"2016","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.094945"
"2016","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","23.03389"
"2016","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.330452"
"2016","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.150399"
"2016","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.572602"
"2016","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.2682"
"2017","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.066613"
"2017","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.94748"
"2017","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.296496"
"2017","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.06215"
"2017","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.540151"
"2017","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.18207"
"2018","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.14912"
"2018","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","23.044578"
"2018","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.378653"
"2018","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.158844"
"2018","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.616841"
"2018","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.283787"
"2019","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.437844"
"2019","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","23.378023"
"2019","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.663411"
"2019","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.498186"
"2019","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.902097"
"2019","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.621285"
"2020","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.262071"
"2020","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.285218"
"2020","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.506846"
"2020","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.412498"
"2020","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.752095"
"2020","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.544465"
"2021","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.941577"
"2021","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","23.045607"
"2021","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.189734"
"2021","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.174839"
"2021","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.443534"
"2021","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.310816"
"2022","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.063307"
"2022","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.956814"
"2022","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.303127"
"2022","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.08405"
"2022","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.539654"
"2022","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.217497"
"2023","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.653002"
"2023","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","23.493686"
"2023","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.877344"
"2023","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.614344"
"2023","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.102922"
"2023","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.737472"
"2024","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.868122"
"2024","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","23.64142"
"2024","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.093086"
"2024","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.761661"
"2024","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.315926"
"2024","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.896168"
