"anio","mes_referencia","ambito_geografico","pensionistas_personas","pensionistas_millones","estado_dato","fuente","metodo","cobertura","edad_ordinaria_referencia_aplicada","poblacion_edad_ordinaria_o_mas_personas","ratio_pensionistas_sobre_poblacion_edad_ordinaria_o_mas","nota"
"2048","1 de enero","Espana","15348299","15.348299","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","14891362","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2049","1 de enero","Espana","15491391","15.491391","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15030194","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2050","1 de enero","Espana","15605680","15.60568","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15141080","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2051","1 de enero","Espana","15686224","15.686224","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15219227","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2052","1 de enero","Espana","15743706","15.743706","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15274997","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2053","1 de enero","Espana","15775824","15.775824","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15306159","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2054","1 de enero","Espana","15788325","15.788325","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15318288","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2055","1 de enero","Espana","15786058","15.786058","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15316088","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2056","1 de enero","Espana","15773294","15.773294","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15303704","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2057","1 de enero","Espana","15749550","15.74955","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15280667","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2058","1 de enero","Espana","15714586","15.714586","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15246744","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2059","1 de enero","Espana","15673547","15.673547","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15206927","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2060","1 de enero","Espana","15634210","15.63421","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15168761","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2061","1 de enero","Espana","15582298","15.582298","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15118395","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2062","1 de enero","Espana","15519023","15.519023","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","15057003","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2063","1 de enero","Espana","15451402","15.451402","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","14991395","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2064","1 de enero","Espana","15383644","15.383644","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","14925655","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2065","1 de enero","Espana","15320364","15.320364","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","14864259","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2066","1 de enero","Espana","15255857","15.255857","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","14801672","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2067","1 de enero","Espana","15206254","15.206254","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","14753546","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2068","1 de enero","Espana","15170865","15.170865","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","14719210","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2069","1 de enero","Espana","15142149","15.142149","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","14691349","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
"2070","1 de enero","Espana","15122929","15.122929","modelizado","Modelo propio con INE Proyecciones de Poblacion tabla 36643 y ancla Seguridad Social abril 2026","Pensionistas del ano = pensionistas oficiales abril 2026 * poblacion INE de 67 anos o mas en el ano / poblacion INE de 67 anos o mas en 2026. Se usa 67 anos como edad ordinaria plena bajo la normativa vigente desde 2027.","Proxy demografica calibrada; no es una prevision oficial de Seguridad Social ni sustituye a eSTADISS.","67","14672701","1.03068471","Incluye implicitamente, por calibracion, pensionistas por incapacidad, viudedad, orfandad y favor familiar; no modela carreras de cotizacion, jubilacion anticipada/demorada, mortalidad diferencial ni cambios normativos futuros."
